,GEO,grade,home_ownership,initial_list_status,purpose,term,verification_status,emp_length,last_fico_range_high,total_rec_prncp,int_rate
16361,E,E,OWN,w,debt_consolidation, 60 months,Verified,,629.0,2004.35,20.99
21320,E,A,MORTGAGE,f,home_improvement, 36 months,Source Verified,,634.0,6088.46,8.19
90063,E,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,8 years,669.0,12000.0,13.35
43155,E,A,RENT,w,debt_consolidation, 36 months,Not Verified,10+ years,554.0,15835.91,6.03
44440,E,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,3 years,739.0,17600.0,17.57
94848,I,C,OWN,f,credit_card, 36 months,Not Verified,2 years,634.0,12000.0,12.99
52131,I,B,RENT,f,credit_card, 36 months,Verified,7 years,649.0,2551.85,12.49
70751,E,B,MORTGAGE,f,credit_card, 36 months,Verified,3 years,524.0,2670.58,12.49
33190,E,A,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,769.0,20025.0,6.03
5618,I,C,RENT,w,credit_card, 36 months,Not Verified,3 years,599.0,926.61,13.66
36817,I,C,MORTGAGE,f,major_purchase, 36 months,Not Verified,< 1 year,569.0,930.05,14.99
34440,E,B,MORTGAGE,w,credit_card, 60 months,Verified,9 years,499.0,5618.67,12.49
24616,E,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,534.0,7741.13,15.99
4382,E,A,RENT,f,major_purchase, 36 months,Not Verified,10+ years,779.0,1800.0,8.19
10686,W,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,2 years,769.0,11400.0,8.19
91611,E,F,OWN,f,other, 60 months,Not Verified,5 years,499.0,3123.68,24.99
89596,I,D,MORTGAGE,w,home_improvement, 60 months,Source Verified,8 years,669.0,16000.0,16.99
36806,I,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,819.0,12000.0,14.49
37277,W,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,519.0,10993.36,13.98
81487,I,G,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,5 years,554.0,2273.83,25.8
88514,W,B,RENT,w,debt_consolidation, 36 months,Not Verified,2 years,694.0,10500.0,10.99
1016,I,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,764.0,19200.0,12.39
76894,I,D,RENT,f,debt_consolidation, 60 months,Source Verified,10+ years,629.0,2738.07,17.57
29640,E,A,MORTGAGE,w,credit_card, 36 months,Source Verified,8 years,699.0,24000.0,8.19
25401,I,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,804.0,8000.0,12.39
12802,E,B,RENT,w,debt_consolidation, 36 months,Source Verified,4 years,584.0,7482.55,8.67
85536,I,C,RENT,w,credit_card, 36 months,Verified,,709.0,5450.0,14.49
40051,I,C,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,574.0,6213.82,13.98
73489,E,A,RENT,w,debt_consolidation, 36 months,Not Verified,2 years,724.0,5000.0,7.12
4815,W,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,5 years,729.0,20000.0,6.99
7620,W,E,MORTGAGE,f,small_business, 36 months,Verified,2 years,584.0,2974.81,19.24
12949,W,E,RENT,w,small_business, 60 months,Verified,3 years,579.0,3238.77,19.24
67743,E,D,RENT,w,other, 36 months,Source Verified,< 1 year,624.0,0.0,16.29
44455,E,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,< 1 year,559.0,8000.0,12.49
85586,I,D,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,2 years,574.0,3000.0,16.99
6669,E,C,RENT,w,credit_card, 60 months,Source Verified,3 years,499.0,5368.81,14.31
30247,I,E,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,639.0,3494.07,18.54
70898,E,A,MORTGAGE,f,credit_card, 36 months,Source Verified,10+ years,639.0,24000.0,7.12
91191,E,B,MORTGAGE,f,credit_card, 36 months,Verified,6 years,599.0,9100.0,11.67
71010,I,A,RENT,f,credit_card, 36 months,Not Verified,< 1 year,684.0,9000.0,8.39
3423,E,B,MORTGAGE,f,major_purchase, 60 months,Verified,10+ years,619.0,13397.99,10.49
75137,I,C,RENT,w,debt_consolidation, 36 months,Source Verified,5 years,499.0,2279.95,12.99
25507,E,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,694.0,12000.0,11.99
74402,I,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,7 years,799.0,15000.0,7.69
58016,I,E,RENT,f,debt_consolidation, 36 months,Verified,2 years,719.0,9975.0,19.52
57683,I,D,RENT,w,debt_consolidation, 36 months,Source Verified,1 year,499.0,7065.99,18.24
15696,I,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,539.0,1727.36,13.66
10202,I,E,OWN,w,debt_consolidation, 60 months,Not Verified,4 years,659.0,800.17,19.24
89115,I,E,RENT,f,other, 36 months,Not Verified,2 years,499.0,291.09,20.99
7833,I,C,RENT,w,medical, 36 months,Not Verified,10+ years,669.0,4000.0,12.39
26122,I,E,MORTGAGE,w,debt_consolidation, 36 months,Verified,3 years,584.0,20651.83,19.24
12511,E,F,RENT,w,moving, 60 months,Verified,7 years,654.0,684.66,23.99
73871,I,D,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,7 years,589.0,4947.67,16.29
28321,E,B,MORTGAGE,f,home_improvement, 36 months,Not Verified,10+ years,814.0,35000.0,11.99
41736,E,B,MORTGAGE,w,credit_card, 36 months,Verified,10+ years,719.0,35000.0,11.67
79253,W,C,MORTGAGE,f,medical, 36 months,Not Verified,10+ years,499.0,2012.95,14.49
88051,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,1 year,534.0,5322.99,15.61
14244,I,C,OWN,w,debt_consolidation, 36 months,Verified,10+ years,574.0,1792.16,13.66
6720,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,< 1 year,714.0,3000.0,11.99
80043,E,D,MORTGAGE,w,credit_card, 60 months,Source Verified,8 years,579.0,4557.06,18.24
14385,I,B,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,2 years,689.0,18450.0,11.99
41693,E,B,MORTGAGE,f,home_improvement, 36 months,Verified,5 years,694.0,12000.0,9.17
60727,I,C,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,5 years,734.0,11000.0,14.49
18124,E,D,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,704.0,9600.0,15.59
43927,E,D,RENT,f,debt_consolidation, 36 months,Verified,5 years,599.0,3524.42,15.61
79845,I,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,549.0,1313.21,13.98
85418,E,C,MORTGAGE,w,other, 60 months,Verified,8 years,629.0,3464.45,12.99
97979,I,C,MORTGAGE,w,credit_card, 36 months,Not Verified,1 year,534.0,1430.0,14.99
28500,W,D,RENT,w,debt_consolidation, 60 months,Verified,10+ years,564.0,4266.02,17.86
82176,W,C,RENT,f,debt_consolidation, 36 months,Not Verified,3 years,569.0,14481.45,13.35
43429,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,634.0,3000.0,9.17
51332,I,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,3 years,534.0,1327.77,16.29
36380,E,C,RENT,w,debt_consolidation, 60 months,Not Verified,1 year,719.0,12000.0,13.35
65565,E,D,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,,529.0,3519.38,16.99
86037,E,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,549.0,7885.46,18.24
81355,I,D,RENT,w,debt_consolidation, 60 months,Verified,7 years,529.0,4063.18,15.61
52356,I,B,RENT,w,debt_consolidation, 36 months,Verified,,704.0,2000.0,12.49
81877,I,B,RENT,w,debt_consolidation, 36 months,Source Verified,< 1 year,764.0,6000.0,10.15
45135,E,C,RENT,w,credit_card, 36 months,Verified,10+ years,529.0,6492.21,14.99
66660,E,C,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,5 years,689.0,21000.0,13.35
77587,I,C,MORTGAGE,f,small_business, 60 months,Source Verified,10+ years,654.0,2462.35,14.99
84612,E,B,RENT,f,debt_consolidation, 36 months,Source Verified,7 years,509.0,6958.13,9.17
61709,E,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,2 years,594.0,7753.05,18.24
30482,I,G,RENT,w,car, 60 months,Source Verified,2 years,574.0,1289.91,25.99
66537,W,B,OWN,f,credit_card, 36 months,Not Verified,10+ years,649.0,10000.0,10.15
52663,I,B,OWN,f,other, 36 months,Verified,4 years,714.0,21450.0,11.67
17543,I,G,MORTGAGE,f,debt_consolidation, 60 months,Verified,4 years,609.0,4613.43,25.89
2107,E,D,MORTGAGE,w,credit_card, 60 months,Verified,4 years,649.0,423.47,17.14
14783,E,B,RENT,f,home_improvement, 36 months,Source Verified,10+ years,724.0,7000.0,11.44
99911,W,E,OWN,w,debt_consolidation, 36 months,Verified,8 years,609.0,4281.38,22.15
77681,W,A,RENT,w,credit_card, 36 months,Verified,10+ years,544.0,6306.62,7.69
8087,I,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,9 years,639.0,4395.39,13.66
39556,E,B,OWN,w,debt_consolidation, 36 months,Source Verified,,514.0,1882.3,9.17
59669,W,C,RENT,w,debt_consolidation, 60 months,Source Verified,3 years,499.0,4166.91,14.49
85327,I,A,OWN,f,other, 36 months,Not Verified,10+ years,734.0,7000.0,8.39
44227,E,A,RENT,w,debt_consolidation, 36 months,Source Verified,3 years,684.0,20000.0,6.49
8685,W,E,MORTGAGE,f,other, 60 months,Verified,10+ years,609.0,111.46,21.99
57745,E,D,RENT,f,other, 36 months,Verified,,709.0,10990.49,16.29
97668,E,B,OWN,w,credit_card, 36 months,Verified,5 years,724.0,15700.0,12.49
73462,E,D,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,649.0,6200.0,17.57
96907,E,C,MORTGAGE,f,home_improvement, 36 months,Not Verified,10+ years,714.0,5675.0,12.99
20674,E,E,OWN,w,debt_consolidation, 60 months,Verified,3 years,574.0,9680.79,19.24
86004,I,C,MORTGAGE,w,home_improvement, 60 months,Not Verified,10+ years,699.0,14000.0,13.98
58052,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,759.0,18000.0,9.17
34791,E,A,RENT,w,debt_consolidation, 36 months,Source Verified,6 years,719.0,20000.0,7.69
29702,I,B,RENT,w,debt_consolidation, 36 months,Not Verified,7 years,654.0,3000.0,11.99
76007,I,F,RENT,f,debt_consolidation, 36 months,Verified,6 years,619.0,4950.0,24.5
88739,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,2 years,724.0,22550.0,16.99
16100,I,D,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,< 1 year,559.0,2540.66,15.59
58565,I,B,MORTGAGE,w,home_improvement, 60 months,Not Verified,2 years,754.0,10000.0,10.99
6677,I,C,OWN,f,credit_card, 36 months,Source Verified,10+ years,709.0,13000.0,12.39
16031,E,C,RENT,w,other, 36 months,Source Verified,,674.0,3000.0,13.66
33946,E,C,RENT,w,credit_card, 36 months,Verified,7 years,499.0,16531.46,13.35
47005,E,D,OWN,w,debt_consolidation, 60 months,Source Verified,2 years,564.0,5837.6,16.29
80695,E,D,MORTGAGE,f,debt_consolidation, 60 months,Not Verified,10+ years,674.0,11850.0,16.99
79203,E,D,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,3 years,799.0,13600.0,16.99
97829,E,B,RENT,f,other, 36 months,Not Verified,1 year,689.0,992.46,10.15
57853,E,C,RENT,f,other, 36 months,Source Verified,10+ years,809.0,11350.0,14.49
69815,I,B,MORTGAGE,w,debt_consolidation, 60 months,Verified,4 years,499.0,6576.01,11.67
49786,E,A,MORTGAGE,w,credit_card, 36 months,Source Verified,10+ years,799.0,28000.0,7.69
73865,I,B,MORTGAGE,w,credit_card, 36 months,Source Verified,6 years,589.0,13282.05,10.15
21488,E,D,RENT,w,debt_consolidation, 36 months,Source Verified,1 year,569.0,4734.25,15.59
16595,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,5 years,649.0,12000.0,17.14
30012,I,G,MORTGAGE,w,car, 36 months,Verified,2 years,619.0,1493.52,25.8
4976,I,B,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,6 years,734.0,30000.0,11.44
51130,E,D,MORTGAGE,w,credit_card, 60 months,Verified,10+ years,704.0,24000.0,15.61
19092,I,B,MORTGAGE,f,debt_consolidation, 36 months,Verified,5 years,674.0,30000.0,10.49
23330,I,C,OWN,w,other, 60 months,Source Verified,2 years,564.0,5340.91,14.31
85256,I,F,OWN,f,debt_consolidation, 36 months,Verified,,624.0,1031.86,24.08
38436,I,E,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,7 years,624.0,1917.97,22.15
12586,I,D,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,574.0,5201.65,17.14
72639,I,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,779.0,15000.0,6.03
22595,I,A,RENT,f,debt_consolidation, 36 months,Source Verified,< 1 year,634.0,6000.0,8.19
34960,I,A,MORTGAGE,w,credit_card, 36 months,Not Verified,7 years,834.0,15000.0,6.03
20211,I,C,RENT,f,credit_card, 36 months,Verified,3 years,569.0,4292.9,13.66
49417,I,C,RENT,w,debt_consolidation, 60 months,Source Verified,8 years,719.0,25000.0,14.99
27613,E,A,MORTGAGE,f,credit_card, 36 months,Not Verified,1 year,699.0,13000.0,6.49
87821,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,4 years,534.0,2256.26,18.24
26767,E,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,699.0,10000.0,12.99
79769,I,G,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,609.0,6209.0,25.83
14404,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,499.0,3666.21,17.14
83032,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,2 years,689.0,30000.0,12.99
51641,E,D,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,584.0,2461.83,17.57
85152,W,E,RENT,f,debt_consolidation, 36 months,Verified,< 1 year,614.0,1889.45,19.52
89347,E,E,OWN,f,debt_consolidation, 60 months,Verified,3 years,579.0,3067.36,18.99
46235,E,D,MORTGAGE,w,medical, 60 months,Verified,10+ years,709.0,0.0,16.29
68404,I,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,< 1 year,689.0,2574.68,18.24
12826,I,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,< 1 year,669.0,24000.0,12.39
22634,E,E,MORTGAGE,f,debt_consolidation, 60 months,Verified,5 years,664.0,3778.51,19.24
67123,E,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,7 years,664.0,1093.51,13.98
4322,E,C,MORTGAGE,w,credit_card, 36 months,Not Verified,10+ years,674.0,2162.22,13.66
27249,W,B,OWN,w,medical, 36 months,Source Verified,,544.0,0.0,11.99
67586,E,C,RENT,f,debt_consolidation, 36 months,Verified,10+ years,744.0,6000.0,14.99
43046,I,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,1 year,699.0,12000.0,8.39
42336,E,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,4 years,684.0,10000.0,13.35
9729,W,A,OWN,w,debt_consolidation, 36 months,Not Verified,10+ years,744.0,12000.0,8.19
18866,I,E,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,584.0,1589.22,20.99
40549,W,D,RENT,f,other, 36 months,Verified,10+ years,579.0,1389.72,18.24
48497,I,C,RENT,w,debt_consolidation, 36 months,Source Verified,8 years,769.0,10450.0,14.49
55539,I,D,RENT,w,major_purchase, 36 months,Verified,1 year,579.0,310.44,16.29
64644,E,A,RENT,w,debt_consolidation, 36 months,Verified,8 years,499.0,3500.68,7.69
17241,W,D,RENT,f,other, 36 months,Verified,2 years,564.0,3286.76,15.59
64735,E,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,619.0,4851.1,11.67
20751,I,C,RENT,w,debt_consolidation, 60 months,Verified,10+ years,609.0,8478.13,13.66
42313,I,D,OWN,f,debt_consolidation, 36 months,Source Verified,7 years,579.0,4129.8,16.29
24211,I,D,OWN,f,debt_consolidation, 36 months,Verified,10+ years,724.0,32225.0,17.86
32723,I,E,MORTGAGE,f,home_improvement, 36 months,Verified,,624.0,1699.3,18.99
97253,E,C,RENT,f,debt_consolidation, 36 months,Verified,10+ years,754.0,35000.0,12.99
69952,E,C,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,564.0,8030.29,13.35
72380,E,C,OWN,f,debt_consolidation, 36 months,Source Verified,2 years,644.0,1645.78,13.35
89630,E,B,RENT,w,debt_consolidation, 36 months,Not Verified,4 years,759.0,13000.0,10.15
49248,E,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,< 1 year,504.0,4550.31,12.99
24011,E,B,RENT,f,debt_consolidation, 36 months,Source Verified,< 1 year,684.0,24800.0,9.49
7142,E,D,RENT,f,renewable_energy, 36 months,Verified,6 years,504.0,5905.76,15.99
77187,E,B,MORTGAGE,f,home_improvement, 36 months,Not Verified,10+ years,654.0,8500.0,12.49
13639,W,B,RENT,w,debt_consolidation, 36 months,Source Verified,6 years,729.0,6725.0,11.99
49657,E,F,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,3 years,594.0,3103.76,24.5
67431,I,D,RENT,w,moving, 60 months,Source Verified,10+ years,589.0,8011.98,16.99
26522,E,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,539.0,2304.89,16.49
11491,E,F,MORTGAGE,w,home_improvement, 60 months,Source Verified,10+ years,699.0,19150.0,23.99
97709,W,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,689.0,20000.0,13.35
19446,E,C,RENT,f,debt_consolidation, 36 months,Not Verified,1 year,604.0,836.6,12.99
66985,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,579.0,4058.07,18.24
81608,E,B,MORTGAGE,w,other, 36 months,Not Verified,3 years,579.0,2363.7,11.67
32334,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,,624.0,22800.0,13.98
99550,I,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,4 years,704.0,20500.0,6.03
86898,E,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,694.0,6000.0,14.49
89721,I,C,OWN,w,debt_consolidation, 36 months,Source Verified,9 years,539.0,5193.47,14.99
24457,E,B,RENT,f,credit_card, 36 months,Source Verified,6 years,534.0,3666.77,11.44
94080,I,C,RENT,w,debt_consolidation, 36 months,Verified,10+ years,619.0,11735.02,14.49
3904,E,C,OWN,f,car, 36 months,Not Verified,1 year,629.0,2800.0,12.99
35299,I,C,MORTGAGE,f,other, 36 months,Not Verified,3 years,639.0,593.79,13.35
42496,E,A,MORTGAGE,w,credit_card, 36 months,Source Verified,,704.0,24800.0,7.69
95618,W,C,RENT,w,debt_consolidation, 36 months,Verified,< 1 year,499.0,886.51,14.99
80505,I,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,749.0,6400.0,9.17
68752,E,B,MORTGAGE,f,home_improvement, 36 months,Source Verified,10+ years,674.0,5600.0,10.99
99047,E,F,MORTGAGE,f,home_improvement, 36 months,Source Verified,10+ years,584.0,3310.95,23.43
77794,E,A,OWN,w,credit_card, 36 months,Source Verified,10+ years,744.0,25000.0,6.03
21450,I,E,RENT,f,debt_consolidation, 60 months,Source Verified,2 years,684.0,11075.0,19.24
2962,E,D,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,10+ years,499.0,7944.39,17.86
92339,W,D,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,674.0,10000.0,15.61
43557,E,A,OWN,w,credit_card, 36 months,Source Verified,10+ years,799.0,25000.0,6.03
34716,I,E,RENT,f,house, 36 months,Source Verified,< 1 year,604.0,14975.0,18.99
83126,W,B,RENT,f,credit_card, 36 months,Verified,6 years,809.0,35000.0,10.99
17140,W,B,OWN,w,debt_consolidation, 36 months,Source Verified,5 years,514.0,6242.4,10.49
54883,W,E,MORTGAGE,f,debt_consolidation, 36 months,Verified,7 years,514.0,6689.49,20.99
31401,E,D,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,< 1 year,574.0,6998.78,16.49
47183,I,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,5 years,579.0,17174.64,14.49
80598,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,709.0,1550.47,15.61
90007,E,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,734.0,35000.0,16.99
82719,E,C,OWN,w,debt_consolidation, 60 months,Source Verified,10+ years,504.0,8544.97,14.99
78542,E,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,,759.0,33000.0,9.17
61770,I,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,769.0,12600.0,10.99
40102,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,554.0,5448.7,14.99
93241,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,4 years,659.0,2216.37,9.17
54932,E,D,OWN,w,debt_consolidation, 60 months,Not Verified,2 years,499.0,5454.51,15.61
15059,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,< 1 year,709.0,10000.0,11.99
67360,I,C,RENT,f,debt_consolidation, 36 months,Verified,10+ years,559.0,15289.61,14.49
42052,E,B,MORTGAGE,f,car, 36 months,Not Verified,4 years,739.0,9000.0,9.17
1934,I,C,RENT,f,debt_consolidation, 60 months,Source Verified,2 years,799.0,15475.0,13.66
62728,W,E,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,684.0,12750.0,18.99
51460,W,A,MORTGAGE,f,home_improvement, 36 months,Source Verified,2 years,819.0,35000.0,7.69
84152,E,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,689.0,10000.0,9.17
29041,I,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,739.0,22400.0,7.49
39806,E,D,RENT,f,debt_consolidation, 36 months,Verified,10+ years,654.0,3082.19,17.57
8991,W,C,RENT,w,credit_card, 36 months,Verified,9 years,614.0,833.14,12.39
56939,I,C,MORTGAGE,f,credit_card, 36 months,Verified,4 years,699.0,7000.0,12.99
79432,I,F,RENT,w,home_improvement, 60 months,Source Verified,7 years,699.0,15100.0,25.57
62661,E,A,MORTGAGE,f,major_purchase, 36 months,Not Verified,4 years,814.0,12000.0,6.03
43149,W,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,779.0,10000.0,8.39
78995,E,E,MORTGAGE,w,credit_card, 60 months,Verified,10+ years,679.0,35000.0,18.99
24749,E,B,MORTGAGE,f,debt_consolidation, 36 months,Verified,7 years,749.0,15000.0,11.44
1839,W,C,RENT,f,credit_card, 36 months,Not Verified,10+ years,544.0,4338.36,13.66
20769,W,B,OWN,f,home_improvement, 36 months,Verified,6 years,539.0,1835.57,9.49
48045,E,D,RENT,w,credit_card, 60 months,Verified,2 years,659.0,10000.0,15.61
39142,W,D,RENT,w,credit_card, 60 months,Verified,5 years,734.0,10000.0,15.61
89858,W,C,MORTGAGE,f,debt_consolidation, 60 months,Not Verified,5 years,499.0,1661.89,12.99
